Unnamed: 0,Team,Possession,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,PerformanceCrdY,PerformanceCrdR,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG
0,Arsenal,50.1,1,110,900,10.0,0,0,29,16,0,0,28,3,1.0,15.5,0.9,27.2,192,413,1.6,1.3,2.9,1.6,2.9,1.55,1.17,2.72,1.55,2.72
1,Aston Villa,51.9,1,110,900,10.0,1,0,30,16,0,0,26,1,1.8,15.0,1.1,26.9,184,340,1.6,1.4,3.0,1.6,3.0,1.5,1.19,2.69,1.5,2.69
2,Bournemouth,43.8,1,110,900,10.0,2,2,24,12,1,2,28,0,2.0,14.7,1.2,26.6,184,388,1.3,1.1,2.4,1.2,2.3,1.62,1.19,2.82,1.47,2.66
3,Brentford,46.7,1,110,900,10.0,2,1,30,17,2,2,15,0,0.6,15.1,0.5,26.2,147,347,1.9,1.1,3.0,1.7,2.8,1.67,1.1,2.78,1.51,2.62
4,Brighton,55.2,1,110,900,10.0,1,1,29,17,0,0,21,0,1.1,14.2,0.8,23.8,215,470,1.7,1.2,2.9,1.7,2.9,1.42,0.97,2.38,1.42,2.38
5,Chelsea,55.0,1,110,900,10.0,1,0,36,19,1,1,38,0,1.1,17.3,0.9,33.0,221,373,2.0,1.6,3.6,1.9,3.5,1.81,1.57,3.38,1.73,3.3
6,Crystal Palace,46.6,1,110,900,10.0,2,1,11,6,1,1,24,0,2.4,11.5,1.9,20.9,148,376,0.7,0.4,1.1,0.6,1.0,1.23,0.95,2.17,1.15,2.09
7,Everton,38.1,1,110,900,10.0,0,0,17,10,0,0,16,1,1.5,10.8,1.4,19.3,127,277,1.0,0.7,1.7,1.0,1.7,1.08,0.85,1.93,1.08,1.93
8,Fulham,52.5,1,110,900,10.0,2,2,27,13,1,2,26,1,1.3,13.6,0.9,25.7,213,414,1.4,1.3,2.7,1.3,2.6,1.51,1.21,2.73,1.36,2.57
9,Ipswich Town,41.5,1,110,900,10.0,1,1,18,10,0,0,30,2,1.0,8.5,0.8,15.8,130,273,1.0,0.8,1.8,1.0,1.8,0.85,0.73,1.58,0.85,1.58
10,Leicester City,47.6,1,110,900,10.0,1,1,26,13,1,1,29,0,1.5,9.8,1.2,18.4,169,316,1.4,1.2,2.6,1.3,2.5,1.04,0.86,1.91,0.98,1.84
11,Liverpool,56.7,1,110,900,10.0,2,2,35,17,2,2,21,0,1.6,16.5,1.3,30.6,203,420,1.9,1.6,3.5,1.7,3.3,1.81,1.41,3.22,1.65,3.06
12,Manchester City,64.3,1,110,900,10.0,1,1,36,20,1,1,20,0,1.6,19.1,1.0,35.7,387,588,2.1,1.5,3.6,2.0,3.5,1.99,1.66,3.65,1.91,3.57
13,Manchester Utd,52.3,1,110,900,10.0,1,0,17,8,1,1,33,1,2.3,15.8,1.1,29.6,164,400,0.9,0.8,1.7,0.8,1.6,1.66,1.38,3.04,1.58,2.96
14,Newcastle Utd,48.3,1,110,900,10.0,1,1,19,9,1,2,26,1,0.5,13.1,0.3,24.8,161,368,1.0,0.9,1.9,0.9,1.8,1.47,1.17,2.64,1.31,2.48
15,Nott'ham Forest,41.9,1,110,900,10.0,3,2,21,13,1,1,29,2,2.2,12.8,1.6,22.2,191,298,1.4,0.7,2.1,1.3,2.0,1.36,0.94,2.3,1.28,2.22
16,Southampton,55.2,1,110,900,10.0,1,1,12,7,0,1,33,2,0.7,10.4,0.8,19.3,194,342,0.7,0.5,1.2,0.7,1.2,1.12,0.89,2.01,1.04,1.93
17,Tottenham,61.0,1,110,900,10.0,4,3,36,20,0,0,25,0,2.4,19.8,2.2,34.2,262,548,2.0,1.6,3.6,2.0,3.6,1.98,1.44,3.42,1.98,3.42
18,West Ham,45.2,1,110,900,10.0,0,0,17,10,2,2,28,2,0.1,12.7,0.0,21.8,189,332,1.2,0.5,1.7,1.0,1.5,1.42,0.9,2.33,1.27,2.18
19,Wolves,46.1,1,110,900,10.0,2,2,25,14,0,0,30,0,1.5,10.2,1.4,18.7,139,272,1.4,1.1,2.5,1.4,2.5,1.02,0.85,1.87,1.02,1.87
